"SiteUrl","SiteID","ItemName","ItemType","UserID","UserName","Occurred","Event","Description","EventSource","SourceName","EventData","MachineName","MachineIP","DocLocation"
"http://sharepoint","d7121182-34fc-4daa-b413-15af9abd9012","","Document","1073741823","SHAREPOINT\system","26/02/2021 18:51:01","Update","An existing object is updated.","SharePoint","","","","","Shared Documents/last_timestamp.mark"
"http://sharepoint","d7121182-34fc-4daa-b413-15af9abd9012","","List","1073741823","SHAREPOINT\system","26/02/2021 18:51:01","Update","An existing object is updated.","SharePoint","","last_timestamp.mark","","","Shared Documents"
"http://sharepoint","d7121182-34fc-4daa-b413-15af9abd9012","User Information List","List","-1","SHAREPOINT\system","26/02/2021 21:51:59","SchemaChange","Change in the schema of the object.","SharePoint","","16.0.0.5095.0.2<FieldRef Name=""ContentTypeId""/><Field ID=""{fa564e0f-0c70-4ab9-b863-0177e6ddd247}"" Type=""Text"" Name=""Title"" DisplayName=""$Resources:,userinfo_schema_name;"" Required=""TRUE"" SourceID=""http://schemas.microsoft.com/sharepoint/v3"" StaticName=""Title"" FromBaseType=""TRUE"" ColName=""nvarchar1"" ReadOnly=""TRUE"" ShowInDisplayForm=""TRUE"" Version=""1"" RowOrdinal=""0""/><FieldRef Name=""_ModerationComments"" ColName=""ntext1""/><FieldRef Name=""File_x0020_Type"" ColName=""nvarchar2""/><FieldRef Name=""Name"" ColName=""nvarchar3""/><Field ID=""{fce16b4c-fe53-4793-aaab-b4892e736d15}"" Name=""EMail"" DisplayName=""Work email"" ReadOnly=""TRUE"" Type=""Text"" FromBaseType=""TRUE"" SourceID=""http://schemas.microsoft.com/sharepoint/v3"" StaticName=""EMail"" ColName=""nvarchar4"" ShowInDisplayForm=""TRUE"" Version=""1"" RowOrdinal=""0""/><Field ID=""{bf03d3ca-aa6e-4845-809a-b4378b37ce08}"" Name=""MobilePhone"" DisplayName=""Mobile phone"" ReadOnly=""TRUE"" Type=""Text"" MaxLength=""127"" FromBaseType=""TRUE"" SourceID=""http://schemas.microsoft.com/sharepoint/v3"" StaticName=""MobilePhone"" ColName=""nvarchar5"" ShowInDisplayForm=""TRUE"" Direction=""ltr"" Version=""1"" RowOrdinal=""0""/><Field ID=""{e241f186-9b94-415c-9f66-255ce7f86235}"" Name=""Notes"" DisplayName=""About me"" ReadOnly=""TRUE"" Type=""Note"" Sortable=""FALSE"" FromBaseType=""TRUE"" RichTextMode=""FullHtml"" RichText=""TRUE"" SourceID=""http://schemas.microsoft.com/sharepoint/v3"" StaticName=""Notes"" ColName=""ntext2"" ShowInDisplayForm=""TRUE"" Version=""1"" RowOrdinal=""0""/><Field ID=""{829c275d-8744-4d9b-a42f-53f53eb60559}"" Name=""SipAddress"" DisplayName=""$Resources:,SipAddress;"" ReadOnly=""TRUE"" Type=""Text"" FromBaseType=""TRUE"" SourceID=""http://schemas.microsoft.com/sharepoint/v3"" StaticName=""SipAddress"" ColName=""nvarchar6"" ShowInDisplayForm=""TRUE"" Version=""1"" RowOrdinal=""0""/><FieldRef Name=""Locale"" ColName=""int1""/><FieldRef Name=""CalendarType"" ColName=""int2""/><FieldRef Name=""AdjustHijriDays"" ColName=""int3""/><FieldRef Name=""TimeZone"" ColName=""int4""/><FieldRef Name=""Time24"" ColName=""bit1""/><FieldRef Name=""AltCalendarType"" ColName=""int5""/><FieldRef Name=""CalendarViewOptions"" ColName=""int6""/><FieldRef Name=""WorkDays"" ColName=""int7""/><FieldRef Name=""WorkDayStartHour"" ColName=""int8""/><FieldRef Name=""WorkDayEndHour"" ColName=""int9""/><FieldRef Name=""MUILanguages"" ColName=""nvarchar7""/><FieldRef Name=""ContentLanguages"" ColName=""nvarchar8""/><FieldRef Name=""IsSiteAdmin"" ColName=""bit2""/><FieldRef Name=""Deleted"" ColName=""bit3""/><FieldRef Name=""UserInfoHidden"" ColName=""bit4""/><Field ID=""{d9339777-b964-489a-bf09-2ac3c3fe5f0d}"" Name=""Picture"" DisplayName=""$Resources:,Picture;"" Type=""URL"" Format=""Image"" Sortable=""FALSE"" FromBaseType=""TRUE"" Width=""62"" Height=""62"" SourceID=""http://schemas.microsoft.com/sharepoint/v3"" StaticName=""Picture"" ColName=""nvarchar9"" ColName2=""nvarchar10"" ReadOnly=""TRUE"" ShowInDisplayForm=""TRUE"" Version=""1"" RowOrdinal=""0"" RowOrdinal2=""0""/><Field ID=""{05fdf852-4b64-4096-9b2b-d2a62a86bc59}"" Name=""Department"" DisplayName=""$Resources:,Department;"" ReadOnly=""TRUE"" Type=""Text"" FromBaseType=""TRUE"" SourceID=""http://schemas.microsoft.com/sharepoint/v3"" StaticName=""Department"" ColName=""nvarchar11"" ShowInDisplayForm=""TRUE"" Version=""1"" RowOrdinal=""0""/><Field ID=""{c4e0f350-52cc-4ede-904c-dd71a3d11f7d}"" Name=""JobTitle"" DisplayName=""Title"" ReadOnly=""TRUE"" Type=""Text"" FromBaseType=""TRUE"" SourceID=""http://schemas.microsoft.com/sharepoint/v3"" StaticName=""JobTitle"" ColName=""nvarchar12"" ShowInDisplayForm=""TRUE"" Version=""1"" RowOrdinal=""0""/><FieldRef Name=""IsActive"" ColName=""bit5""/><Field DisplayName=""First name"" Type=""Text"" Required=""FALSE"" ID=""{a61eca83-5948-43c7-9c22-b38b8de05671}"" SourceID=""{afa5202a-e7b7-4406-9c29-8ba9861c15f0}"" StaticName=""FirstName"" Name=""FirstName"" ColName=""nvarchar13"" RowOrdinal=""0"" Version=""2"" ReadOnly=""TRUE"" ShowInDisplayForm=""TRUE""/><Field DisplayName=""Last name"" Type=""Text"" Required=""FALSE"" ID=""{d328be2a-4ea7-4e78-94bb-77732cdce7ca}"" SourceID=""{afa5202a-e7b7-4406-9c29-8ba9861c15f0}"" StaticName=""LastName"" Name=""LastName"" ColName=""nvarchar14"" RowOrdinal=""0"" Version=""2"" ReadOnly=""TRUE"" ShowInDisplayForm=""TRUE""/><Field ID=""{82642ec8-ef9b-478f-acf9-31f7d45fbc31}"" ReadOnly=""TRUE"" Type=""Computed"" Name=""LinkTitle"" DisplayName=""$Resources:,userinfo_schema_name;"" DisplayNameSrcField=""Title"" ClassInfo=""Menu"" AuthoringInfo=""$Resources:core,Linked_Item_With_Menu;"" ListItemMenuAllowed=""Required"" LinkToItemAllowed=""Prohibited"" SourceID=""http://schemas.microsoft.com/sharepoint/v3"" StaticName=""LinkTitle"" FromBaseType=""TRUE""><FieldRefs><FieldRef Name=""Title""/><FieldRef Name=""LinkTitleNoMenu""/><FieldRef Name=""_EditMenuTableStart2""/><FieldRef Name=""_EditMenuTableEnd""/></FieldRefs><DisplayPattern><FieldSwitch><Expr><GetVar Name=""FreeForm""/></Expr><Case Value=""TRUE""><Field Name=""LinkTitleNoMenu""/></Case><Default><HTML><![CDATA[<div class=""ms-vb itx"" onmouseover=""OnItem(this)"" CTXName=""ctx]]></HTML><Field Name=""_EditMenuTableStart2""/><HTML><![CDATA["">]]></HTML><Field Name=""LinkTitleNoMenu""/><HTML><![CDATA[</div>]]></HTML><HTML><![CDATA[<div class=""s4-ctx"" onmouseover=""OnChildItem(this.parentNode); return false;"">]]></HTML><HTML><![CDATA[<span>&nbsp;</span>]]></HTML><HTML><![CDATA[<a onfocus=""OnChildItem(this.parentNode.parentNode); return false;"" onclick=""PopMenuFromChevron(event); return false;"" href=""javascript:;"" title=""$Resources:core,open_menu;""></a>]]></HTML><HTML><![CDATA[<span>&nbsp;</span>]]></HTML><HTML><![CDATA[</div>]]></HTML></Default></FieldSwitch></DisplayPattern></Field><Field ID=""{5f190d91-3dbc-4489-9878-3c092caf35b6}"" Hidden=""TRUE"" ReadOnly=""TRUE"" Type=""Computed"" Name=""LinkTitle2"" DisplayName=""$Resources:,userinfo_schema_name;"" DisplayNameSrcField=""Title"" ClassInfo=""Menu"" AuthoringInfo=""$Resources:core,Linked_Item_With_Menu; (old)"" SourceID=""http://schemas.microsoft.com/sharepoint/v3"" StaticName=""LinkTitle2"" FromBaseType=""TRUE""><FieldRefs><FieldRef Name=""Title""/><FieldRef Name=""LinkTitleNoMenu""/><FieldRef Name=""_EditMenuTableStart""/><FieldRef Name=""_EditMenuTableEnd""/></FieldRefs><DisplayPattern><FieldSwitch><Expr><GetVar Name=""FreeForm""/></Expr><Case Value=""TRUE""><Field Name=""LinkTitleNoMenu""/></Case><Default><Field Name=""_EditMenuTableStart""/><SetVar Name=""ShowAccessibleIcon"" Value=""1""/><Field Name=""LinkTitleNoMenu""/><SetVar Name=""ShowAccessibleIcon"" Value=""0""/><Field Name=""_EditMenuTableEnd""/></Default></FieldSwitch></DisplayPattern></Field><Field DisplayName=""Work phone"" Type=""Text"" Required=""FALSE"" ID=""{1766eda9-1729-42a6-936e-ee14751457a1}"" SourceID=""{afa5202a-e7b7-4406-9c29-8ba9861c15f0}"" StaticName=""WorkPhone"" Name=""WorkPhone"" ColName=""nvarchar15"" RowOrdinal=""0"" Version=""2"" ReadOnly=""TRUE"" ShowInDisplayForm=""TRUE"" Direction=""ltr""/><Field DisplayName=""User name"" Type=""Text"" Required=""FALSE"" ID=""{ea0d8e5d-d61f-4f0b-99a3-d023b8d8b45f}"" SourceID=""{afa5202a-e7b7-4406-9c29-8ba9861c15f0}"" StaticName=""UserName"" Name=""UserName"" ColName=""nvarchar16"" RowOrdinal=""0"" Version=""2"" ReadOnly=""TRUE"" ShowInDisplayForm=""TRUE""/><Field DisplayName=""Web site"" Type=""URL"" Required=""FALSE"" ID=""{b6180feb-0303-462d-8ca9-c045da6803e2}"" SourceID=""{afa5202a-e7b7-4406-9c29-8ba9861c15f0}"" StaticName=""WebSite"" Name=""WebSite"" ColName=""nvarchar17"" RowOrdinal=""0"" ColName2=""nvarchar18"" RowOrdinal2=""0"" Version=""2"" ReadOnly=""TRUE"" ShowInDisplayForm=""TRUE""/><Field DisplayName=""Ask Me About"" Type=""Note"" Required=""FALSE"" ID=""{61decb4f-8ce3-44b8-b558-0bc049188993}"" SourceID=""{afa5202a-e7b7-4406-9c29-8ba9861c15f0}"" StaticName=""SPSResponsibility"" Name=""SPSResponsibility"" ColName=""ntext3"" RowOrdinal=""0"" Version=""2"" ReadOnly=""TRUE"" ShowInDisplayForm=""TRUE""/><Field DisplayName=""Office"" Type=""Text"" Required=""FALSE"" ID=""{59f10e82-894e-4a3e-b020-d618fa499d55}"" SourceID=""{afa5202a-e7b7-4406-9c29-8ba9861c15f0}"" StaticName=""Office"" Name=""Office"" ColName=""nvarchar19"" RowOrdinal=""0"" Version=""2"" ReadOnly=""TRUE"" ShowInDisplayForm=""TRUE""/><Field DisplayName=""Picture Timestamp"" Type=""Note"" Required=""FALSE"" ID=""{3380985a-c3db-438e-b644-e9e56a085da6}"" SourceID=""{afa5202a-e7b7-4406-9c29-8ba9861c15f0}"" StaticName=""SPSPictureTimestamp"" Name=""SPSPictureTimestamp"" ColName=""ntext4"" RowOrdinal=""0"" Version=""2"" ReadOnly=""TRUE"" ShowInDisplayForm=""TRUE""/><Field DisplayName=""Picture Placeholder State"" Type=""Integer"" Required=""FALSE"" ID=""{ad3c1400-f08d-4dcb-83b2-18eced776cde}"" SourceID=""{afa5202a-e7b7-4406-9c29-8ba9861c15f0}"" StaticName=""SPSPicturePlaceholderState"" Name=""SPSPicturePlaceholderState"" ColName=""int10"" RowOrdinal=""0"" Version=""2"" ReadOnly=""TRUE"" ShowInDisplayForm=""TRUE""/><Field DisplayName=""Picture Exchange Sync State"" Type=""Integer"" Required=""FALSE"" ID=""{4081f1df-84fe-4890-8959-e29c146ba81a}"" SourceID=""{afa5202a-e7b7-4406-9c29-8ba9861c15f0}"" StaticName=""SPSPictureExchangeSyncState"" Name=""SPSPictureExchangeSyncState"" ColName=""int11"" RowOrdinal=""0"" Version=""2"" ReadOnly=""TRUE"" ShowInDisplayForm=""TRUE""/>","","","_catalogs/users"
"http://sharepoint","d7121182-34fc-4daa-b413-15af9abd9012","User Information List","Document","-1","SHAREPOINT\system","26/02/2021 21:52:08","Update","An existing object is updated.","SharePoint","","","","","_catalogs/users/10_.000"
"http://sharepoint","d7121182-34fc-4daa-b413-15af9abd9012","User Information List","List","-1","SHAREPOINT\system","26/02/2021 21:52:08","Update","An existing object is updated.","SharePoint","","10_.000","","","_catalogs/users"
"http://sharepoint","d7121182-34fc-4daa-b413-15af9abd9012","User Information List","Site","1073741823","SHAREPOINT\system","28/02/2021 05:00:01","EventsDeleted","Some audit entries are deleted from SharePoint database.","SharePoint","","<DeleteEntriesInfo><Rows>196</Rows><EndDate>Feb 26 2021  5:00AM</EndDate></DeleteEntriesInfo>","","",""
"http://sharepoint","d7121182-34fc-4daa-b413-15af9abd9012","User Information List","Document","1073741823","SHAREPOINT\system","02/03/2021 20:16:11","View","Viewing of the object by a user.","SharePoint","","<Version><Major>1</Major><Minor>0</Minor></Version>","","","_catalogs/theme/Themed/413332F/corev15-51C31438.themedcss"
"http://sharepoint","d7121182-34fc-4daa-b413-15af9abd9012","User Information List","Document","1073741823","SHAREPOINT\system","02/03/2021 20:16:54","View","Viewing of the object by a user.","SharePoint","","<Version><Major>1</Major><Minor>0</Minor></Version>","","","_catalogs/theme/Themed/413332F/ProjectSummary-C0540322.themedcss"
"http://sharepoint","d7121182-34fc-4daa-b413-15af9abd9012","User Information List","Document","1073741823","SHAREPOINT\system","02/03/2021 20:16:56","View","Viewing of the object by a user.","SharePoint","","<Version><Major>1</Major><Minor>0</Minor></Version>","","","_catalogs/theme/Themed/413332F/spcommon-B35BB0A9.themedpng"
"http://sharepoint","d7121182-34fc-4daa-b413-15af9abd9012","User Information List","Document","1073741823","SHAREPOINT\system","02/03/2021 20:16:56","View","Viewing of the object by a user.","SharePoint","","<Version><Major>1</Major><Minor>0</Minor></Version>","","","_catalogs/theme/Themed/413332F/searchresultui-61174269.themedpng"
